"PC","Variance"
1086,2.98561501589174e-05
1087,2.97434746534741e-05
1088,2.97174983522441e-05
1089,2.95884485981687e-05
1090,2.95087744442201e-05
1091,2.94721650582835e-05
1092,2.92435321802446e-05
1093,2.92263813831608e-05
1094,2.8904078865916e-05
1095,2.88758797886157e-05
1096,2.8661315206242e-05
1097,2.86169587557797e-05
1098,2.85232052802317e-05
1099,2.83658997514325e-05
1100,2.82397562246837e-05
1101,2.81330086179331e-05
1102,2.80427272789995e-05
1103,2.79501833211734e-05
1104,2.78740646356315e-05
1105,2.77729980639036e-05
1106,2.76055092771533e-05
1107,2.75783547984624e-05
1108,2.7491582364125e-05
1109,2.72993896386918e-05
1110,2.71996700797833e-05
1111,2.71271685590469e-05
1112,2.70233860127285e-05
1113,2.69728212552515e-05
1114,2.68803969590051e-05
1115,2.67743084423283e-05
1116,2.66503120595987e-05
1117,2.65205635837738e-05
1118,2.64529197272709e-05
1119,2.63081678948447e-05
1120,2.61972416914318e-05
1121,2.60752445161761e-05
1122,2.58827641301935e-05
1123,2.58447962334411e-05
1124,2.58191085194121e-05
1125,2.56736578112221e-05
1126,2.55749902818615e-05
1127,2.54825332769695e-05
1128,2.5355491574033e-05
1129,2.53181833387129e-05
1130,2.51999649263117e-05
1131,2.51280233793678e-05
1132,2.50151220120769e-05
1133,2.49302798152299e-05
1134,2.48551233700724e-05
1135,2.47724385827453e-05
1136,2.46844927632564e-05
1137,2.4467312299027e-05
1138,2.44159584073626e-05
1139,2.41803744940784e-05
1140,2.41100723451558e-05
1141,2.40400279835181e-05
1142,2.39355297721233e-05
1143,2.38505770142025e-05
1144,2.37156380221558e-05
1145,2.36509791136608e-05
1146,2.36165796565118e-05
1147,2.3501877470387e-05
1148,2.34372216876919e-05
1149,2.33371257261465e-05
1150,2.33202033527137e-05
1151,2.32339787254807e-05
1152,2.3088277884125e-05
1153,2.30248345044635e-05
1154,2.29424817659879e-05
1155,2.28308854083309e-05
1156,2.27510064534104e-05
1157,2.26376376153427e-05
1158,2.252149604921e-05
1159,2.24350616725e-05
1160,2.22565337362796e-05
1161,2.21493258116239e-05
1162,2.21297967966579e-05
1163,2.19781207674211e-05
1164,2.192915276234e-05
1165,2.18735706059938e-05
1166,2.17889558547857e-05
1167,2.17176007934613e-05
1168,2.16137800169018e-05
1169,2.1600310503056e-05
1170,2.1436543389166e-05
1171,2.12546078221195e-05
1172,2.1238735395543e-05
1173,2.11934058276557e-05
1174,2.09611465280105e-05
1175,2.09089196465236e-05
