"PC1","PC2","PC3","System","Type"
-324.405168414474,-103.233770719539,-128.256050948602,"AZD5305","Unknown"
-298.44075084538,-124.719843978953,-130.564151756346,"AZD5305","Unknown"
-289.689596262354,-127.511936689656,-137.01149819627,"AZD5305","Unknown"
78.707426584626,-24.8030449068753,-9.92751192970767,"Talazoparib","Type_II"
59.3933254691205,-22.6341935357176,-32.4869960145057,"Talazoparib","Type_II"
54.6018231973145,-30.7260726698247,-33.7286231194532,"Talazoparib","Type_II"
63.8600474207004,-29.1637649833762,-32.7249942264733,"Talazoparib","Type_II"
90.1250695408036,-15.6689985982384,-35.7313651532189,"Talazoparib","Type_II"
83.8330213527112,-5.27851232875746,-46.0277424151812,"Talazoparib","Type_II"
82.2112018929917,5.58204982255803,-45.9477728702401,"Talazoparib","Type_II"
61.9114844992381,5.13825927603247,-33.6333912127407,"Talazoparib","Type_II"
59.1795251251034,23.1940626073268,-47.5676443685222,"Talazoparib","Type_II"
54.4662957231198,25.6737718234624,-56.7347078051446,"Talazoparib","Type_II"
47.9576271128016,28.7485619934083,-36.794050212859,"Talazoparib","Type_II"
48.3423024447238,31.3961358043988,-28.6506285157358,"Talazoparib","Type_II"
45.2399894219986,22.1073536838671,-33.847460290613,"Talazoparib","Type_II"
39.7791979097184,11.1918569004888,-42.4408066693323,"Talazoparib","Type_II"
36.0244415669449,27.9128336918088,-46.5340315034835,"Talazoparib","Type_II"
17.0926821923756,35.6211519670929,-54.9054194494135,"Talazoparib","Type_II"
20.1150542095882,36.2709263636662,-61.3099715147767,"Talazoparib","Type_II"
15.15474679184,55.3815996266985,-70.4158979009585,"Talazoparib","Type_II"
19.1174301654262,61.5504324085394,-62.1196975045131,"Talazoparib","Type_II"
3.86083073492051,52.2935838648025,-65.1082776895201,"Talazoparib","Type_II"
10.9598900138831,54.4802478079511,-81.337954580278,"Talazoparib","Type_II"
22.9857436429807,53.7103747084909,-88.0082157375931,"Talazoparib","Type_II"
0.931066396131036,57.8011061288921,-102.731888601332,"Talazoparib","Type_II"
17.4330822779815,60.9482578544334,-99.4690192233269,"Talazoparib","Type_II"
6.25262979760495,60.9443211781384,-110.133560577867,"Talazoparib","Type_II"
32.8879668434573,69.5251188127078,-95.6317031748708,"Talazoparib","Type_II"
53.2183976011883,81.8123379445327,-78.3234033217233,"Talazoparib","Type_II"
60.9911797836518,91.9473469269694,-75.9117207742998,"Talazoparib","Type_II"
73.8516120357244,115.394141466059,-83.8423148657823,"Talazoparib","Type_II"
89.4722857592098,110.311534652825,-86.4270247404513,"Talazoparib","Type_II"
107.064185986739,115.497355281985,-73.5432977841226,"Talazoparib","Type_II"
99.6568722545977,118.61787732502,-58.5837559397623,"Talazoparib","Type_II"
102.326570905567,117.6662906783,-71.7210323978328,"Talazoparib","Type_II"
98.5770118665525,97.9171869273302,-73.6392461147715,"Talazoparib","Type_II"
98.390180998358,97.118809666774,-61.577670003185,"Talazoparib","Type_II"
96.9446545719998,99.1627638428222,-33.7741063223633,"Talazoparib","Type_II"
79.5016871985415,98.1374371498203,-22.8904209606658,"Talazoparib","Type_II"
75.3756554571734,106.819949455328,-18.379918562683,"Talazoparib","Type_II"
71.4288658564094,128.890525745279,-23.316221357138,"Talazoparib","Type_II"
79.4820235600116,149.193625844803,-28.0327583895897,"Talazoparib","Type_II"
82.5114436836302,158.437668037484,-22.4246621132194,"Talazoparib","Type_II"
80.5032899126591,153.538951242632,-11.7855729382917,"Talazoparib","Type_II"
84.8594651932594,154.822272091737,-15.9269429524178,"Talazoparib","Type_II"
86.1309016255295,165.52501278181,-15.7871936866013,"Talazoparib","Type_II"
99.6441911355582,157.965815175525,-20.0427218949238,"Talazoparib","Type_II"
127.768982694449,186.346058363356,-10.0319485051102,"Talazoparib","Type_II"
140.685427249176,196.06777329638,-1.3018412806158,"Talazoparib","Type_II"
144.353601733254,200.437000539627,-27.8560827179487,"Talazoparib","Type_II"
152.063096154383,208.417586393324,-13.2760708094977,"Talazoparib","Type_II"
150.599261869945,205.640547569837,-19.6820700290625,"Talazoparib","Type_II"
152.756429520015,225.232705742504,-22.455965016901,"Talazoparib","Type_II"
160.158419325379,228.637906541967,7.7185834402797,"Talazoparib","Type_II"
165.149389013768,234.280744917592,10.4177601874288,"Talazoparib","Type_II"
148.088824262554,244.677518531991,25.4336764901362,"Talazoparib","Type_II"
167.706574645814,251.160038060404,9.18682371350102,"Talazoparib","Type_II"
169.825734869942,249.030992867458,-16.5597544114079,"Talazoparib","Type_II"
194.026181286967,251.813631825114,-24.6672033285966,"Talazoparib","Type_II"
178.267332683461,263.183091274024,-42.6460048771845,"Talazoparib","Type_II"
159.20736704363,273.319517888536,-31.9903575828654,"Talazoparib","Type_II"
184.82459847666,286.882809681429,-30.5653443635994,"Talazoparib","Type_II"
196.002003068869,290.93602247189,-18.395785209194,"Talazoparib","Type_II"
195.096433434902,293.267734926106,-10.7216594300288,"Talazoparib","Type_II"
193.176677881222,278.994241793837,-3.86097517980192,"Talazoparib","Type_II"
187.751232853322,263.402229202582,-29.9438886547074,"Talazoparib","Type_II"
189.448325733569,263.777808285428,-38.7118688579615,"Talazoparib","Type_II"
198.536462561587,253.109228237468,-45.3647274932306,"Talazoparib","Type_II"
177.925035516282,241.88182601631,-49.4303474851204,"Talazoparib","Type_II"
165.142162778122,250.572265738381,-63.0078646201355,"Talazoparib","Type_II"
168.938775874793,257.284139850762,-50.950508345918,"Talazoparib","Type_II"
184.597536066841,264.671383818973,-50.2184684135961,"Talazoparib","Type_II"
164.194970121333,261.202106830036,-55.5153973103761,"Talazoparib","Type_II"
173.196828147521,271.877605298822,-46.8025257817633,"Talazoparib","Type_II"
175.681664774982,286.996216651487,-36.0754654413945,"Talazoparib","Type_II"
170.274474735168,269.760531497725,-27.439033535734,"Talazoparib","Type_II"
193.672326674248,278.294577554259,-10.9222101738323,"Talazoparib","Type_II"
172.637072124139,270.267972412374,-12.3197428801625,"Talazoparib","Type_II"
167.161479622037,276.981033102601,-42.3316084212204,"Talazoparib","Type_II"
160.780968389337,247.055574382662,-53.571251976003,"Talazoparib","Type_II"
167.336848122491,239.322110445512,-45.2699258072678,"Talazoparib","Type_II"
192.023419721701,236.517844432234,-46.698875569186,"Talazoparib","Type_II"
194.718639147142,248.63579583195,-53.8572555717096,"Talazoparib","Type_II"
186.091665677802,256.723229815655,-36.1632519720701,"Talazoparib","Type_II"
183.951811343287,246.025937309414,-43.6221666374877,"Talazoparib","Type_II"
199.030170335086,226.143978068169,-48.811995212746,"Talazoparib","Type_II"
216.852795255953,215.886523331558,-24.9908479480098,"Talazoparib","Type_II"
229.814387620891,211.87549711924,-22.7729711361905,"Talazoparib","Type_II"
211.818289212296,210.037580065227,-33.7670827572933,"Talazoparib","Type_II"
213.239656555316,201.935530690804,-14.0221130403682,"Talazoparib","Type_II"
201.337574258649,208.592554832936,-16.9077879999533,"Talazoparib","Type_II"
210.394341458107,214.442002142697,-25.9209513806365,"Talazoparib","Type_II"
218.000457626898,214.026322046637,-19.8909452915898,"Talazoparib","Type_II"
215.409506320316,203.75429437843,-34.1422640869467,"Talazoparib","Type_II"
237.77919901491,211.427578452873,-41.3202563109557,"Talazoparib","Type_II"
226.281863178161,202.799164650726,-44.6066492498143,"Talazoparib","Type_II"
217.126824154982,186.768643914233,-41.2427280777076,"Talazoparib","Type_II"
216.50645586402,186.596435684528,-31.282405282432,"Talazoparib","Type_II"
215.931474320063,180.866041317826,-34.3006891892934,"Talazoparib","Type_II"
227.085705603252,166.530881156846,-26.2667458256305,"Talazoparib","Type_II"
221.705926634475,161.999917200566,-19.294979662757,"Talazoparib","Type_II"
208.486124027105,182.716850866498,-51.4739303781135,"Talazoparib","Type_II"
216.0272462564,196.890994170094,-35.8714829721905,"Talazoparib","Type_II"
225.429866460325,205.677493999382,-48.8116790929333,"Talazoparib","Type_II"
227.070172943704,201.279137322649,-46.4544283139671,"Talazoparib","Type_II"
244.285728074411,206.30068496849,-45.399813580043,"Talazoparib","Type_II"
252.517019028414,191.710828559587,-47.6537219288178,"Talazoparib","Type_II"
249.220517116374,193.169304019926,-61.4074481296754,"Talazoparib","Type_II"
250.215643914278,203.73347775749,-64.4194882919402,"Talazoparib","Type_II"
237.080945483052,199.371315937089,-53.4490098719529,"Talazoparib","Type_II"
227.988092737827,183.509202238499,-43.3613409919778,"Talazoparib","Type_II"
216.492285566628,196.641138795237,-52.5999493238843,"Talazoparib","Type_II"
225.32465521966,203.265519604931,-60.0820453772309,"Talazoparib","Type_II"
207.621929659544,202.798424759134,-38.6637562437921,"Talazoparib","Type_II"
216.830667595412,210.154344083614,-54.102293814824,"Talazoparib","Type_II"
220.339438656344,202.85839587343,-55.6852643688485,"Talazoparib","Type_II"
205.023300036433,194.141907758227,-54.485153795755,"Talazoparib","Type_II"
202.751234688747,187.953729862614,-49.5085247746212,"Talazoparib","Type_II"
212.313176928896,193.925319956702,-49.930395008279,"Talazoparib","Type_II"
215.210202123849,215.856781303594,-47.1502870075051,"Talazoparib","Type_II"
200.524682871962,222.585089757681,-29.5424918441199,"Talazoparib","Type_II"
209.644611444682,227.796119572835,-31.2825809038831,"Talazoparib","Type_II"
202.275622116435,217.244568225281,-34.7087441669335,"Talazoparib","Type_II"
203.767159326639,220.467288596008,-27.9823963662605,"Talazoparib","Type_II"
182.266339595498,221.425964721849,-21.4333961176208,"Talazoparib","Type_II"
196.149916336522,220.319104941124,-38.9385539928487,"Talazoparib","Type_II"
192.063326910099,239.121993794489,-43.8465960522108,"Talazoparib","Type_II"
173.950650764078,235.256742878512,-27.9330787380753,"Talazoparib","Type_II"
176.458144953725,223.192955078627,-35.6636018468974,"Talazoparib","Type_II"
174.367486449711,223.413821392618,-32.0048504846008,"Talazoparib","Type_II"
193.342396759107,234.24280954804,-33.1268035248966,"Talazoparib","Type_II"
199.05587095241,238.388852444069,-37.6890298577555,"Talazoparib","Type_II"
190.548899641547,241.124046343452,-29.9558838998663,"Talazoparib","Type_II"
189.502371165205,240.962927629061,-40.3560712430729,"Talazoparib","Type_II"
188.687841386348,237.385052799496,-39.4605777352325,"Talazoparib","Type_II"
177.140882146294,233.097997579958,-35.5608696366957,"Talazoparib","Type_II"
194.830039915208,235.393276214331,-36.3934864410234,"Talazoparib","Type_II"
184.517047106885,247.989671791152,-16.8693666749976,"Talazoparib","Type_II"
179.719566196618,240.521768483509,-19.0761212011606,"Talazoparib","Type_II"
183.70719320493,246.265425924051,-45.9667418597421,"Talazoparib","Type_II"
182.763258261558,240.552349810489,-28.0051307459248,"Talazoparib","Type_II"
192.431640382133,221.391109196112,-22.9741097457868,"Talazoparib","Type_II"
177.110234411557,235.265203797872,-24.1723523415971,"Talazoparib","Type_II"
180.2185481345,245.261604865177,-27.1311438879056,"Talazoparib","Type_II"
185.459016089608,255.42896161423,-11.9626675734469,"Talazoparib","Type_II"
174.5012013921,227.982407149613,-29.4729057192446,"Talazoparib","Type_II"
179.52681121234,228.858321969439,-37.0883632743944,"Talazoparib","Type_II"
191.302137863775,232.025272277592,-44.773982232444,"Talazoparib","Type_II"
173.651360904868,231.619576639037,-40.3719507869361,"Talazoparib","Type_II"
185.139046344809,251.785875278431,-34.919914764122,"Talazoparib","Type_II"
173.202885375447,249.851755786562,-53.2571318285066,"Talazoparib","Type_II"
166.286998872764,250.836611409868,-51.5063617645801,"Talazoparib","Type_II"
161.393152411133,230.707839023853,-54.2959562401514,"Talazoparib","Type_II"
150.824553876694,226.366056091585,-54.9752764204179,"Talazoparib","Type_II"
170.431046974182,226.164011719988,-47.3335086674424,"Talazoparib","Type_II"
177.173923112478,206.440560277509,-60.220495590965,"Talazoparib","Type_II"
199.510340012739,218.699829285133,-49.5134952701876,"Talazoparib","Type_II"
194.836451954384,211.525982878909,-47.8139409062701,"Talazoparib","Type_II"
216.596391157513,218.237694774208,-47.4152863975376,"Talazoparib","Type_II"
218.027176556468,221.27960884319,-27.0166554558889,"Talazoparib","Type_II"
208.275585773277,215.537175657642,-31.9092057899452,"Talazoparib","Type_II"
190.301116478703,225.133710614914,-25.6086099237506,"Talazoparib","Type_II"
192.238347222549,206.430681611598,-27.4038554311822,"Talazoparib","Type_II"
193.642405188442,219.178369360793,-32.921578300154,"Talazoparib","Type_II"
196.486298312274,212.736178797851,-32.3170319973396,"Talazoparib","Type_II"
209.959745713057,202.26505258069,-41.3436516371421,"Talazoparib","Type_II"
207.601473460654,222.162491150339,-49.6263032017244,"Talazoparib","Type_II"
231.138783310526,225.93930625641,-50.8845614808201,"Talazoparib","Type_II"
218.491002844469,226.926446545717,-39.6036568685036,"Talazoparib","Type_II"
221.418486128467,211.600980023098,-49.1484436078735,"Talazoparib","Type_II"
226.635836556971,226.886456269619,-35.3085179338724,"Talazoparib","Type_II"
230.027060962082,222.520148135412,-25.6690393974738,"Talazoparib","Type_II"
223.032016662329,216.214996728765,-33.0844245526524,"Talazoparib","Type_II"
232.168881726844,216.907731537896,-24.2973970132255,"Talazoparib","Type_II"
218.102561747153,216.445965556411,-31.6310775373153,"Talazoparib","Type_II"
209.429275699675,218.668983571524,-41.9623264531061,"Talazoparib","Type_II"
202.084856841374,220.884603210291,-57.5467896981853,"Talazoparib","Type_II"
220.934607479448,215.824643842422,-45.4465010490922,"Talazoparib","Type_II"
220.147683618753,212.430446823697,-50.9281459062765,"Talazoparib","Type_II"
235.221365295629,221.586332678798,-37.5678045637602,"Talazoparib","Type_II"
239.552840616061,209.168482420394,-30.356979170766,"Talazoparib","Type_II"
228.905118369509,218.410585037048,-21.2670177070988,"Talazoparib","Type_II"
222.132830369315,217.188997526957,-37.0109312896393,"Talazoparib","Type_II"
223.446086290016,204.416603973851,-13.6482605956046,"Talazoparib","Type_II"
232.592141429342,205.105200698187,-13.1234194334873,"Talazoparib","Type_II"
232.148274650694,216.257223489858,2.17997292222894,"Talazoparib","Type_II"
210.161812531532,222.93050535903,2.47678628725878,"Talazoparib","Type_II"
199.231981343501,221.215093318158,2.90635332349742,"Talazoparib","Type_II"
206.821562208954,217.263301514804,-4.07384420386472,"Talazoparib","Type_II"
219.018959120835,218.873100808125,3.55003523820306,"Talazoparib","Type_II"
185.530738125273,207.790713957559,-15.3207243419823,"Talazoparib","Type_II"
186.183335871598,204.876517995236,-31.0650246402037,"Talazoparib","Type_II"
180.507267463073,192.963287583762,-39.6110786142797,"Talazoparib","Type_II"
176.884583795436,183.354524303838,-50.0224000068972,"Talazoparib","Type_II"
176.016990177365,202.104269638652,-27.8477484877541,"Talazoparib","Type_II"
161.556660440295,182.60071452397,-38.3798556496733,"Talazoparib","Type_II"
153.814243214282,171.93909601034,-30.7426399319374,"Talazoparib","Type_II"
135.681353662456,176.166509969025,-40.5487749862566,"Talazoparib","Type_II"
159.734619587882,176.863266025808,-24.9245367683729,"Talazoparib","Type_II"
155.695951125807,167.203776625115,-19.6195363489235,"Talazoparib","Type_II"
142.797041161192,153.973803625183,-15.0096935162875,"Talazoparib","Type_II"
160.300303533856,160.123688554213,-3.94337843126276,"Talazoparib","Type_II"
-45.1175401637593,46.1572310288793,67.9901826117818,"Veliparib","Type_III"
-51.6345234290312,39.814825548086,37.9885141627542,"Veliparib","Type_III"
-43.877898838281,30.8717528465875,23.8735101839322,"Veliparib","Type_III"
-31.0233743061033,45.4449077821772,24.9523704923376,"Veliparib","Type_III"
-24.3111628667576,56.6359880457327,25.4906058775636,"Veliparib","Type_III"
-36.7450092550488,75.7495005139536,26.5859217409237,"Veliparib","Type_III"
-28.6983719241205,83.4170744169847,21.390590729906,"Veliparib","Type_III"
-20.3707623786075,93.6988473299411,32.6332903761912,"Veliparib","Type_III"
-30.6591030608636,98.0429982299843,46.6202808405433,"Veliparib","Type_III"
-42.1810645830526,97.1405021433123,40.8768776631104,"Veliparib","Type_III"
-47.4807334183592,106.343076903488,44.0375147869628,"Veliparib","Type_III"
-43.5177581759382,118.646036656411,37.4053177160807,"Veliparib","Type_III"
-47.991715948815,125.004286621184,20.701300776478,"Veliparib","Type_III"
-30.849693181043,137.723832875439,28.6062725102458,"Veliparib","Type_III"
-41.4319100444528,130.687868071693,23.5973225102466,"Veliparib","Type_III"
-47.517569698911,123.895561409332,16.6874262584453,"Veliparib","Type_III"
-42.9175842139855,111.643029884258,7.87365514714527,"Veliparib","Type_III"
-25.1932001693269,102.459501718783,12.7579078680177,"Veliparib","Type_III"
-47.6230507419091,102.770545166599,31.623092601545,"Veliparib","Type_III"
-48.8721004671619,92.4410980314124,29.9978913702859,"Veliparib","Type_III"
-54.306921921164,69.5488349164198,42.5654859181502,"Veliparib","Type_III"
-53.3723957049981,63.0639230157613,49.6391043836606,"Veliparib","Type_III"
-59.2563737438838,61.2758527410244,64.3419360257788,"Veliparib","Type_III"
-68.045245394865,52.4660902966771,65.6716872693728,"Veliparib","Type_III"
-56.1295990774737,54.4516159531868,68.7120299900842,"Veliparib","Type_III"
-65.8069043805856,51.978873378432,54.4093363083416,"Veliparib","Type_III"
-70.3571157151229,44.5215415210455,40.3364167786116,"Veliparib","Type_III"
-51.6296996167933,43.8609031499346,44.7029841134312,"Veliparib","Type_III"
-56.8929428155374,59.1975884588725,59.463058867595,"Veliparib","Type_III"
-51.0577727874956,48.3135720676129,68.50857823262,"Veliparib","Type_III"
-56.1455616841639,88.3212909551414,61.8604839208987,"Veliparib","Type_III"
-63.3442522758637,85.2379493907265,38.8523171417075,"Veliparib","Type_III"
-78.575091151394,86.0044932944247,28.4140773923405,"Veliparib","Type_III"
-83.6407011695369,80.9828566409642,18.9367664959894,"Veliparib","Type_III"
-93.4791364727818,93.1884132707032,41.161166252284,"Veliparib","Type_III"
-85.723788066461,107.123100439244,50.5990624910448,"Veliparib","Type_III"
-89.8302585443473,122.65388292973,53.8801527092367,"Veliparib","Type_III"
-89.4069945802389,135.496025505712,44.7081562049018,"Veliparib","Type_III"
-92.5530047370869,117.352671697942,44.2322260090704,"Veliparib","Type_III"
-107.536583447858,108.374178546924,40.9020088114726,"Veliparib","Type_III"
-104.107813123615,89.9140526461941,39.2965805103036,"Veliparib","Type_III"
-101.917043098388,87.5107684067455,24.1623596172641,"Veliparib","Type_III"
-92.9912785105094,101.009367963144,20.129115826222,"Veliparib","Type_III"
-101.227378162326,118.103985003636,31.0936232175034,"Veliparib","Type_III"
-92.0143125470977,111.984046594718,32.2540937734771,"Veliparib","Type_III"
-110.477958754915,104.092435012109,24.7762227224436,"Veliparib","Type_III"
-130.606545787132,114.587331321513,9.62789454109561,"Veliparib","Type_III"
-127.035183256343,107.455196412203,-1.59900982937009,"Veliparib","Type_III"
-140.963211138983,128.536766871011,-12.9268749370703,"Veliparib","Type_III"
-129.156874253887,131.008282833231,5.28849895657849,"Veliparib","Type_III"
-141.385764610997,122.74040272563,4.23899609992787,"Veliparib","Type_III"
-140.632548820721,124.067034860879,12.7250174438885,"Veliparib","Type_III"
-150.354329664152,141.682047669577,9.89338294224679,"Veliparib","Type_III"
-165.945764549248,148.257344605709,11.8077011118435,"Veliparib","Type_III"
-167.804474752547,147.612726002289,16.1358893056895,"Veliparib","Type_III"
-158.454749734473,149.969970680212,21.7116193436513,"Veliparib","Type_III"
-168.996239945991,159.912877974952,30.505224157934,"Veliparib","Type_III"
-168.041898095145,167.205855975642,31.6071273151104,"Veliparib","Type_III"
-166.199630284137,173.094468072125,36.2886867203975,"Veliparib","Type_III"
-145.308073901623,163.486813879644,22.6414319429582,"Veliparib","Type_III"
-145.150702080761,156.608653200778,19.0527142794804,"Veliparib","Type_III"
-132.994118421261,146.224902722116,1.55165485690813,"Veliparib","Type_III"
-121.515157965264,124.678684466043,14.6907362745044,"Veliparib","Type_III"
-125.339335629276,129.324689841808,20.8836364844266,"Veliparib","Type_III"
-118.267802065291,124.409480184459,41.6185175010117,"Veliparib","Type_III"
-116.309556874711,98.8475291629409,61.7955480766814,"Veliparib","Type_III"
-116.460005490608,92.1327398105887,70.0290858695339,"Veliparib","Type_III"
-114.681521559181,101.068016440801,66.9661735176626,"Veliparib","Type_III"
-110.027285865956,103.001910253806,71.7783043394017,"Veliparib","Type_III"
-116.327352615851,114.737685762975,63.2007008135058,"Veliparib","Type_III"
-106.607455909667,109.999466427799,53.688736272014,"Veliparib","Type_III"
-104.468335327667,127.812815166809,47.3642804256138,"Veliparib","Type_III"
-111.047296102412,117.122736898663,33.7481580535178,"Veliparib","Type_III"
-123.935279458392,112.297661187691,23.5834327332518,"Veliparib","Type_III"
-125.420134504053,109.973275128195,9.87180836816019,"Veliparib","Type_III"
-135.060434560242,99.0219834826103,-0.0900243756124265,"Veliparib","Type_III"
-124.88905346988,95.2430209003685,-9.70844947064215,"Veliparib","Type_III"
-126.800784887044,99.3203556353156,-4.76253542599392,"Veliparib","Type_III"
-119.389775855843,91.4088942461084,-12.8227683357235,"Veliparib","Type_III"
-128.298416270566,99.456278285607,-19.616447156523,"Veliparib","Type_III"
-120.413084080694,81.637306088158,-27.5160189181974,"Veliparib","Type_III"
-98.15256642027,88.2846479696842,-17.4925198377201,"Veliparib","Type_III"
-115.05410660511,65.2046757394832,-38.5589624734124,"Veliparib","Type_III"
-118.439576184571,75.0810851496642,-39.5137558532026,"Veliparib","Type_III"
-124.901709492853,59.6784761635192,-52.5051720178522,"Veliparib","Type_III"
-126.924141819986,33.7864814920982,-59.4420967680864,"Veliparib","Type_III"
-130.259529350859,37.0889663050945,-53.0203625113,"Veliparib","Type_III"
-122.432857218041,59.5158865769126,-52.6542796150905,"Veliparib","Type_III"
-114.61660810318,64.2393357868789,-57.5080247894164,"Veliparib","Type_III"
-126.41881158436,71.0899896781672,-74.9241920517794,"Veliparib","Type_III"
-133.961324433175,64.9142318894989,-71.8956786739066,"Veliparib","Type_III"
-132.988211342196,72.8835617249572,-67.7331304758261,"Veliparib","Type_III"
-137.08618347469,71.0415364695164,-79.5560915698799,"Veliparib","Type_III"
-136.574444142464,79.8760259122734,-103.344486279848,"Veliparib","Type_III"
-132.54019050201,74.6665227467367,-84.3563993311871,"Veliparib","Type_III"
-124.567934997804,55.5331466505037,-87.6556011311472,"Veliparib","Type_III"
-123.481944128056,68.6959128496111,-87.153939012551,"Veliparib","Type_III"
-113.21829892745,79.8440782009663,-74.4297909738102,"Veliparib","Type_III"
-108.811389649642,66.1397263852979,-78.3355199941029,"Veliparib","Type_III"
-109.106606066158,63.7894966255933,-94.2272801753083,"Veliparib","Type_III"
-115.256121002944,90.9125552371788,-78.4898292835377,"Veliparib","Type_III"
-119.477183967369,80.2034288153789,-83.3420557830486,"Veliparib","Type_III"
-128.846864648344,76.8354770520437,-76.3130762884041,"Veliparib","Type_III"
-120.315610696537,77.7446117586904,-84.7423380090278,"Veliparib","Type_III"
-123.642021263987,88.3250908444327,-84.9821924356131,"Veliparib","Type_III"
-142.594152306736,96.3535321064198,-99.286276152038,"Veliparib","Type_III"
-154.642517883847,105.087892307861,-87.5066779203722,"Veliparib","Type_III"
-152.138436090936,103.533176811366,-88.5538306324709,"Veliparib","Type_III"
-153.786241093267,92.9175732469875,-87.455159215964,"Veliparib","Type_III"
-157.28166140039,85.016947214612,-85.680325141738,"Veliparib","Type_III"
-161.974884147518,93.8068454785497,-84.5594636890562,"Veliparib","Type_III"
-158.364172300631,121.804425142574,-70.2511848653581,"Veliparib","Type_III"
-143.74648487741,122.682228143946,-81.4811308487557,"Veliparib","Type_III"
-118.322382132346,125.709407163679,-69.1041852630801,"Veliparib","Type_III"
-120.625199066081,141.11186606418,-65.559402173622,"Veliparib","Type_III"
-121.99877689164,154.893229043044,-52.7798031600876,"Veliparib","Type_III"
-103.428605201179,164.414471446338,-37.0235696269613,"Veliparib","Type_III"
-99.7538416455878,153.823290510325,-16.3434776109963,"Veliparib","Type_III"
-92.4280823570067,154.681874181625,-16.4422152042508,"Veliparib","Type_III"
-80.3408426622961,149.519669982732,-14.0572204866936,"Veliparib","Type_III"
-74.069033856681,137.756644420317,0.354571268022371,"Veliparib","Type_III"
-42.1126110373322,137.507467014295,-3.24732222104616,"Veliparib","Type_III"
-36.8002068950344,136.265868897657,-6.78451645948509,"Veliparib","Type_III"
-37.8904585173918,132.678007756402,1.24268462303959,"Veliparib","Type_III"
-40.7678097214744,136.169792377135,14.3903313461179,"Veliparib","Type_III"
-23.470227543371,125.371525946637,25.0485587785771,"Veliparib","Type_III"
-23.8761681972704,124.082770554696,32.1621916679282,"Veliparib","Type_III"
-25.6674210820522,115.446110802512,22.0995154410755,"Veliparib","Type_III"
-25.9348598429528,122.095113825087,9.7757565148349,"Veliparib","Type_III"
-17.639861473548,113.859629198914,18.5154828413504,"Veliparib","Type_III"
-23.5488526975203,112.566829690972,14.9750674290634,"Veliparib","Type_III"
-25.7678528472552,89.4090760051476,14.6449510502444,"Veliparib","Type_III"
-22.8282645258923,111.008452530424,9.57270640114894,"Veliparib","Type_III"
-20.8406087310476,134.07685526808,5.86066734700703,"Veliparib","Type_III"
-24.2173243760039,140.243441410257,5.81121017428239,"Veliparib","Type_III"
-17.1336601190401,124.717993116883,10.0279995996756,"Veliparib","Type_III"
-23.7881230738983,114.713662515786,-4.14888271343632,"Veliparib","Type_III"
-14.9709553741715,128.325089662385,-8.41434317946563,"Veliparib","Type_III"
-12.7812878718906,127.538014729348,-24.6736979459073,"Veliparib","Type_III"
0.56760759836126,115.784626795272,-24.3815587769675,"Veliparib","Type_III"
3.8103850335715,136.82380987483,-31.7289048165827,"Veliparib","Type_III"
17.995394556224,131.30273641267,-48.5101023484493,"Veliparib","Type_III"
17.52702775685,130.033720293666,-47.5184007807907,"Veliparib","Type_III"
18.9675244492328,141.683369788314,-39.3558126975352,"Veliparib","Type_III"
28.4959223237287,137.482448018528,-40.2954249939663,"Veliparib","Type_III"
43.7796515358011,137.334124206066,-13.5738481306633,"Veliparib","Type_III"
42.5007292920145,119.6784573946,-11.6634805910695,"Veliparib","Type_III"
51.8104597319352,134.011294794256,-17.4292255850683,"Veliparib","Type_III"
53.0929820657021,129.243194331531,-11.2950736295495,"Veliparib","Type_III"
56.5811127072202,141.574130481308,-17.7532747974446,"Veliparib","Type_III"
46.1831192368759,138.896247494477,-17.2729712236934,"Veliparib","Type_III"
41.8653233977351,147.979663066558,-41.9809059085903,"Veliparib","Type_III"
65.9887725439806,151.605261638876,-33.3758399192381,"Veliparib","Type_III"
62.5631470512647,140.957155930493,-18.0446765537293,"Veliparib","Type_III"
49.9900045918357,139.366464343831,-15.5637075688415,"Veliparib","Type_III"
65.485898470058,148.508766804083,-9.19342994391425,"Veliparib","Type_III"
75.733916996675,142.259709308619,0.412144076537167,"Veliparib","Type_III"
73.615890641105,152.895493836907,1.22292335389257,"Veliparib","Type_III"
70.5681553869591,149.179335001872,9.49251567837001,"Veliparib","Type_III"
68.9975677701357,136.243652101667,21.9629303721194,"Veliparib","Type_III"
80.7956121701353,129.700510506365,19.1950431804283,"Veliparib","Type_III"
79.9763794102588,132.646811808136,13.0566022948012,"Veliparib","Type_III"
89.6894499580691,145.422931889591,11.7330056556776,"Veliparib","Type_III"
104.803284207007,150.269828240781,3.18082200960185,"Veliparib","Type_III"
95.2276877459203,144.502326451707,13.4077429748102,"Veliparib","Type_III"
94.7768709369897,163.422902920545,32.5452909605863,"Veliparib","Type_III"
107.052985484108,157.815567645853,29.8445246762805,"Veliparib","Type_III"
88.3780165925375,144.145250225056,28.2923955974505,"Veliparib","Type_III"
96.683088358462,154.601912683252,32.0282081324972,"Veliparib","Type_III"
94.3524932398462,156.148847491535,27.7081619729129,"Veliparib","Type_III"
92.176702186503,145.883654583899,37.5526474952116,"Veliparib","Type_III"
106.548412397648,137.669925190178,19.5623750247839,"Veliparib","Type_III"
110.170753541362,149.433519079795,18.5338722882737,"Veliparib","Type_III"
111.699544684949,142.617712429431,23.3296531241911,"Veliparib","Type_III"
