"PC1","PC2","PC3","System","Type"
-27.9147376389896,-112.871040640081,-67.0188550426912,"APO","APO"
-34.2785296918694,-112.532426624041,-73.6790670877701,"APO","APO"
-22.7062275863334,-119.291649774301,-61.1626231111119,"APO","APO"
-26.9644717683134,-129.025131533505,-70.691988549423,"APO","APO"
-38.8133392438854,-144.994615117417,-73.341886573256,"APO","APO"
-57.5403437207667,-156.607196656814,-79.8708019947614,"APO","APO"
-67.8868539212337,-160.010067278613,-70.2349570289595,"APO","APO"
-75.3106649163375,-160.877626389688,-71.7436737408425,"APO","APO"
-88.0220782349202,-159.402936027036,-60.0893995249114,"APO","APO"
-67.5014065525353,-155.711833856442,-49.2167080930992,"APO","APO"
-58.4937108113144,-143.322009326118,-57.8293476166324,"APO","APO"
-60.6500292841201,-135.066951603723,-34.2835954514789,"APO","APO"
-66.1972196481798,-141.872217215355,-38.1585900563146,"APO","APO"
-71.732799458765,-118.174721069604,-19.575591263796,"APO","APO"
-75.5178960443342,-130.907709435254,-7.36548479649016,"APO","APO"
-76.8743228485303,-136.861292897647,-14.1627881859307,"APO","APO"
-83.0585759418394,-143.959276844139,-21.689559002833,"APO","APO"
-80.1690181862751,-164.430136969261,-23.612958049596,"APO","APO"
-78.8256401798429,-166.845386842203,-2.70965378303083,"APO","APO"
-74.6105182272232,-158.152736636233,-4.89535925331017,"APO","APO"
-66.0711169201498,-168.76284817395,-20.0716124218192,"APO","APO"
-42.8664152762163,-164.85301597438,-8.35798807124425,"APO","APO"
-42.513385308816,-180.915534783224,-14.898003937749,"APO","APO"
-60.0802471991162,-185.900069441838,-25.4623797458051,"APO","APO"
-51.8936404158721,-166.630480311215,-31.2503150726197,"APO","APO"
-75.8116869980375,-162.127864284965,-11.6081107600419,"APO","APO"
-64.7755120007983,-186.948849583575,-8.96429043021745,"APO","APO"
-65.4526882411491,-207.446194161926,-8.26806628903127,"APO","APO"
-45.8827767038128,-225.234696084223,-0.444900990600537,"APO","APO"
-53.783021652674,-210.467527049438,-8.55623173303252,"APO","APO"
-34.1442511201167,-206.164940669074,9.75981003614826,"APO","APO"
-24.0504291057047,-203.582119305638,14.2043344026559,"APO","APO"
-29.1429758762101,-184.289727224912,6.58821892149751,"APO","APO"
-30.4706282205452,-179.508648826713,18.9422709154541,"APO","APO"
-32.6360289800315,-169.968076755157,25.2453259557139,"APO","APO"
-47.7887119264179,-165.930964002118,29.488601375077,"APO","APO"
-57.6548893162135,-168.594874791745,17.8307377979861,"APO","APO"
-54.8405210477497,-155.605183588596,18.4762417026478,"APO","APO"
-56.9618502517309,-139.019358299765,20.4876076171091,"APO","APO"
-59.2711851548532,-137.76250212511,25.3526727727533,"APO","APO"
